data,conta,categoria,subcategoria,tipo,valor,centro_custo,descricao
2024-06-27,Mdias,Receita de Serviços,Contabilidade,Receita,8968,Marketing,Mensalidade
2024-08-01,Zov,Impostos,INSS,Despesa,8688,RH,Lançamento
2024-09-04,Papaya,Operacional,Infra,Despesa,4597,Financeiro,Lançamento
2024-12-01,Zov,Operacional,Infra,Despesa,2374,RH,Lançamento
2024-02-10,Zov,Impostos,CSLL,Despesa,3000,Marketing,Lançamento
2024-02-12,Mdias,Receita de Serviços,BPO RH,Receita,8116,Operacional,Mensalidade
2024-01-04,Mdias,Receita de Serviços,BPO Financeiro,Receita,12551,Marketing,Mensalidade
2024-09-11,Papaya,Pessoal,Salários,Despesa,11268,Comercial,Lançamento
2024-06-20,Mdias,Receita de Serviços,Certificado Digital,Despesa,10050,Financeiro,Lançamento
2024-07-08,Mdias,Operacional,Fornecedor,Despesa,12167,Operacional,Lançamento
2024-08-01,Zov,Operacional,Ferramentas,Despesa,2525,Marketing,Lançamento
2024-02-13,Mdias,Marketing,Agência,Despesa,494,Operacional,Lançamento
2024-05-10,Papaya,Receita de Serviços,BPO Financeiro,Receita,17914,Financeiro,Mensalidade
2024-07-04,Mdias,Impostos,DAS,Despesa,11218,Operacional,Lançamento
2024-02-06,Mdias,Impostos,CSLL,Despesa,878,RH,Lançamento
2024-05-03,Mdias,Receita de Serviços,BPO Financeiro,Receita,3960,Comercial,Mensalidade
2024-02-07,Mdias,Receita de Serviços,BPO Financeiro,Receita,18620,Comercial,Mensalidade
2024-11-20,Mdias,Operacional,Ferramentas,Despesa,7478,RH,Lançamento
2024-12-24,Papaya,Marketing,Meta Ads,Despesa,9888,Operacional,Lançamento
2024-03-14,Mdias,Receita de Serviços,BPO Financeiro,Despesa,948,Operacional,Lançamento
2024-06-05,Mdias,Receita de Serviços,Certificado Digital,Receita,5675,Comercial,Mensalidade
2024-04-02,Mdias,Receita de Serviços,BPO Financeiro,Receita,16975,Financeiro,Mensalidade
2024-11-21,Zov,Receita de Serviços,Contabilidade,Receita,17206,Operacional,Mensalidade
2024-10-26,Zov,Marketing,Eventos,Despesa,648,Comercial,Lançamento
2024-09-15,Zov,Receita de Serviços,Contabilidade,Receita,15645,Operacional,Mensalidade
2024-07-08,Mdias,Impostos,IRPJ,Despesa,7757,Financeiro,Lançamento
2024-03-13,Zov,Receita de Serviços,BPO RH,Receita,7995,Operacional,Mensalidade
2024-02-25,Mdias,Receita de Serviços,BPO RH,Receita,10135,Marketing,Mensalidade
2024-10-13,Zov,Operacional,Ferramentas,Despesa,4783,Financeiro,Lançamento
2024-05-21,Mdias,Receita de Serviços,BPO RH,Receita,7415,Financeiro,Mensalidade
2024-11-05,Zov,Receita de Serviços,Contabilidade,Despesa,2624,Marketing,Lançamento
2024-03-03,Zov,Receita de Serviços,Contabilidade,Receita,19818,Marketing,Mensalidade
2024-01-23,Zov,Receita de Serviços,BPO RH,Despesa,7862,Operacional,Lançamento
2024-09-03,Mdias,Impostos,IRPJ,Despesa,5141,Operacional,Lançamento
2024-02-25,Papaya,Receita de Serviços,Contabilidade,Receita,4645,RH,Mensalidade
2024-02-16,Zov,Receita de Serviços,BPO Financeiro,Receita,12809,Operacional,Mensalidade
2024-03-03,Papaya,Receita de Serviços,BPO Financeiro,Receita,17406,Comercial,Mensalidade
2024-03-01,Zov,Receita de Serviços,BPO Financeiro,Receita,16302,Marketing,Mensalidade
2024-11-05,Mdias,Receita de Serviços,BPO Financeiro,Receita,13323,Marketing,Mensalidade
2024-12-10,Zov,Pessoal,Encargos,Despesa,6185,Comercial,Lançamento
2024-11-17,Zov,Operacional,Ferramentas,Despesa,1737,Comercial,Lançamento
2024-10-16,Zov,Receita de Serviços,Certificado Digital,Despesa,6766,Comercial,Lançamento
2024-08-12,Papaya,Receita de Serviços,Contabilidade,Receita,17750,RH,Mensalidade
2024-10-22,Zov,Receita de Serviços,BPO RH,Receita,4975,Marketing,Mensalidade
2024-11-06,Papaya,Marketing,Google Ads,Despesa,3975,RH,Lançamento
2024-05-25,Papaya,Receita de Serviços,Certificado Digital,Receita,2592,Financeiro,Mensalidade
2024-02-19,Zov,Receita de Serviços,Certificado Digital,Despesa,10724,Operacional,Lançamento
2024-09-11,Mdias,Receita de Serviços,BPO RH,Receita,8232,Marketing,Mensalidade
2024-07-17,Zov,Receita de Serviços,Contabilidade,Receita,2727,Comercial,Mensalidade
2024-09-10,Mdias,Receita de Serviços,Certificado Digital,Receita,17854,Financeiro,Mensalidade
2024-12-19,Papaya,Receita de Serviços,BPO Financeiro,Despesa,4917,Operacional,Lançamento
2024-11-27,Zov,Receita de Serviços,BPO RH,Receita,2963,Comercial,Mensalidade
2024-12-04,Papaya,Pessoal,Encargos,Despesa,8557,Financeiro,Lançamento
2024-08-16,Zov,Receita de Serviços,BPO Financeiro,Despesa,12026,RH,Lançamento
2024-12-24,Zov,Impostos,CSLL,Despesa,11562,RH,Lançamento
2024-04-12,Mdias,Receita de Serviços,Certificado Digital,Receita,12161,Operacional,Mensalidade
2024-06-25,Mdias,Receita de Serviços,Certificado Digital,Despesa,5466,Comercial,Lançamento
2024-02-10,Zov,Receita de Serviços,BPO RH,Receita,11131,Comercial,Mensalidade
2024-08-11,Zov,Pessoal,Encargos,Despesa,10128,Comercial,Lançamento
2024-04-24,Mdias,Marketing,Meta Ads,Despesa,5268,Comercial,Lançamento
2024-12-16,Zov,Receita de Serviços,Contabilidade,Despesa,2478,Comercial,Lançamento
2024-02-19,Papaya,Operacional,Fornecedor,Despesa,10665,Marketing,Lançamento
2024-12-05,Mdias,Receita de Serviços,Contabilidade,Receita,3610,Operacional,Mensalidade
2024-12-20,Mdias,Marketing,Google Ads,Despesa,5429,Comercial,Lançamento
2024-02-18,Mdias,Receita de Serviços,Certificado Digital,Receita,13465,RH,Mensalidade
2024-06-21,Mdias,Impostos,IRPJ,Despesa,9458,RH,Lançamento
2024-05-20,Mdias,Receita de Serviços,BPO Financeiro,Despesa,6843,Financeiro,Lançamento
2024-06-12,Papaya,Operacional,Ferramentas,Despesa,8349,Marketing,Lançamento
2024-11-08,Papaya,Pessoal,Salários,Despesa,3001,Comercial,Lançamento
2024-02-27,Zov,Operacional,Infra,Despesa,2150,Comercial,Lançamento
2024-12-08,Zov,Receita de Serviços,BPO Financeiro,Receita,16505,Financeiro,Mensalidade
2024-01-24,Zov,Receita de Serviços,Contabilidade,Receita,10861,RH,Mensalidade
2024-08-11,Mdias,Receita de Serviços,BPO Financeiro,Receita,5566,Marketing,Mensalidade
2024-01-25,Papaya,Marketing,Eventos,Despesa,3416,Marketing,Lançamento
2024-03-24,Zov,Operacional,Fornecedor,Despesa,2575,Operacional,Lançamento
2024-10-25,Papaya,Marketing,Google Ads,Despesa,5971,RH,Lançamento
2024-07-13,Mdias,Impostos,INSS,Despesa,6387,Operacional,Lançamento
2024-04-12,Zov,Pessoal,Salários,Despesa,7116,Financeiro,Lançamento
2024-02-04,Papaya,Receita de Serviços,Certificado Digital,Receita,17246,Marketing,Mensalidade
2024-02-20,Zov,Impostos,INSS,Despesa,6395,Operacional,Lançamento
2024-02-24,Papaya,Receita de Serviços,Certificado Digital,Receita,18846,Operacional,Mensalidade
2024-09-14,Zov,Receita de Serviços,Contabilidade,Receita,17149,Comercial,Mensalidade
2024-05-13,Mdias,Receita de Serviços,Contabilidade,Receita,13451,Comercial,Mensalidade
2024-02-20,Zov,Pessoal,Salários,Despesa,9021,Operacional,Lançamento
2024-05-14,Mdias,Impostos,CSLL,Despesa,11898,Comercial,Lançamento
2024-05-10,Zov,Receita de Serviços,Certificado Digital,Receita,3502,Comercial,Mensalidade
2024-10-26,Zov,Impostos,DAS,Despesa,2767,Comercial,Lançamento
2024-02-11,Papaya,Receita de Serviços,Certificado Digital,Receita,11719,Financeiro,Mensalidade
2024-12-01,Mdias,Receita de Serviços,BPO Financeiro,Receita,18447,Marketing,Mensalidade
2024-04-12,Mdias,Impostos,INSS,Despesa,7245,RH,Lançamento
2024-03-08,Mdias,Operacional,SaaS,Despesa,12134,Marketing,Lançamento
2024-06-16,Papaya,Receita de Serviços,BPO Financeiro,Receita,12779,Operacional,Mensalidade
2024-12-26,Papaya,Operacional,SaaS,Despesa,9795,RH,Lançamento
2024-06-08,Mdias,Receita de Serviços,Contabilidade,Despesa,11041,RH,Lançamento
2024-08-02,Mdias,Marketing,Meta Ads,Despesa,2091,Comercial,Lançamento
2024-04-06,Papaya,Receita de Serviços,BPO Financeiro,Receita,17220,RH,Mensalidade
2024-11-06,Zov,Receita de Serviços,Certificado Digital,Despesa,5541,Marketing,Lançamento
2024-01-23,Papaya,Receita de Serviços,Contabilidade,Receita,17283,Operacional,Mensalidade
2024-08-11,Papaya,Receita de Serviços,Certificado Digital,Receita,13677,Comercial,Mensalidade
2024-12-13,Papaya,Receita de Serviços,Contabilidade,Receita,10629,Marketing,Mensalidade
2024-12-20,Zov,Receita de Serviços,Contabilidade,Receita,9711,RH,Mensalidade
2024-12-01,Zov,Receita de Serviços,Contabilidade,Receita,11109,Operacional,Mensalidade
2024-05-07,Papaya,Receita de Serviços,BPO Financeiro,Receita,5221,Marketing,Mensalidade
2024-11-21,Mdias,Receita de Serviços,BPO RH,Receita,19375,Operacional,Mensalidade
2024-10-25,Mdias,Receita de Serviços,BPO Financeiro,Receita,3681,Operacional,Mensalidade
2024-05-03,Zov,Impostos,DAS,Despesa,2868,Operacional,Lançamento
2024-07-04,Zov,Receita de Serviços,BPO RH,Despesa,2899,RH,Lançamento
2024-04-17,Papaya,Impostos,INSS,Despesa,607,Comercial,Lançamento
2024-07-26,Mdias,Receita de Serviços,Contabilidade,Despesa,6796,Marketing,Lançamento
2024-05-16,Zov,Receita de Serviços,Certificado Digital,Receita,13000,Operacional,Mensalidade
2024-04-11,Mdias,Receita de Serviços,Contabilidade,Despesa,548,Comercial,Lançamento
2024-08-24,Zov,Receita de Serviços,BPO RH,Receita,14266,Financeiro,Mensalidade
2024-11-21,Zov,Operacional,Ferramentas,Despesa,8267,RH,Lançamento
2024-01-27,Papaya,Marketing,Google Ads,Despesa,6819,Comercial,Lançamento
2024-03-01,Zov,Operacional,SaaS,Despesa,7389,Comercial,Lançamento
2024-02-14,Zov,Receita de Serviços,BPO Financeiro,Despesa,2236,Financeiro,Lançamento
2024-12-27,Papaya,Pessoal,Salários,Despesa,1423,Marketing,Lançamento
2024-07-05,Papaya,Marketing,Google Ads,Despesa,2459,Operacional,Lançamento
2024-07-21,Zov,Pessoal,Encargos,Despesa,8704,RH,Lançamento
2024-05-18,Mdias,Marketing,Agência,Despesa,514,Financeiro,Lançamento
2024-06-24,Mdias,Marketing,Eventos,Despesa,3141,Operacional,Lançamento
2024-12-07,Papaya,Pessoal,Benefícios,Despesa,11378,Comercial,Lançamento
2024-01-25,Mdias,Receita de Serviços,Certificado Digital,Receita,18147,Marketing,Mensalidade
2024-07-22,Mdias,Receita de Serviços,BPO RH,Receita,2791,Operacional,Mensalidade
2024-09-12,Zov,Receita de Serviços,Certificado Digital,Despesa,3484,RH,Lançamento
2024-07-12,Mdias,Marketing,Agência,Despesa,5687,Financeiro,Lançamento
2024-12-19,Zov,Receita de Serviços,BPO RH,Receita,10442,Comercial,Mensalidade
2024-03-13,Papaya,Marketing,Meta Ads,Despesa,3581,RH,Lançamento
2024-05-11,Papaya,Marketing,Google Ads,Despesa,1703,Operacional,Lançamento
2024-05-04,Papaya,Receita de Serviços,Contabilidade,Receita,14725,Operacional,Mensalidade
2024-11-23,Mdias,Marketing,Meta Ads,Despesa,6139,Comercial,Lançamento
2024-10-13,Zov,Receita de Serviços,BPO RH,Receita,3150,RH,Mensalidade
2024-09-06,Papaya,Receita de Serviços,Contabilidade,Receita,11059,RH,Mensalidade
2024-09-01,Mdias,Receita de Serviços,BPO RH,Despesa,10854,Operacional,Lançamento
2024-03-24,Zov,Receita de Serviços,BPO RH,Receita,16597,Marketing,Mensalidade
2024-08-24,Papaya,Receita de Serviços,BPO Financeiro,Receita,19647,Operacional,Mensalidade
2024-05-26,Zov,Receita de Serviços,Certificado Digital,Receita,17776,Comercial,Mensalidade
2024-09-01,Papaya,Receita de Serviços,Contabilidade,Receita,10506,Operacional,Mensalidade
2024-08-02,Papaya,Pessoal,Benefícios,Despesa,424,RH,Lançamento
2024-04-22,Mdias,Receita de Serviços,Contabilidade,Despesa,10841,Operacional,Lançamento
2024-11-11,Papaya,Receita de Serviços,BPO Financeiro,Despesa,5952,Financeiro,Lançamento
2024-08-03,Papaya,Impostos,INSS,Despesa,2596,Comercial,Lançamento
2024-07-08,Zov,Receita de Serviços,BPO RH,Receita,10738,Operacional,Mensalidade
2024-04-19,Zov,Marketing,Google Ads,Despesa,11052,Comercial,Lançamento
2024-10-04,Zov,Impostos,IRPJ,Despesa,3944,Financeiro,Lançamento
2024-09-16,Papaya,Receita de Serviços,BPO Financeiro,Despesa,1077,RH,Lançamento
2024-08-06,Mdias,Marketing,Meta Ads,Despesa,4330,Marketing,Lançamento
2024-12-04,Zov,Receita de Serviços,BPO RH,Despesa,5238,Comercial,Lançamento
2024-07-11,Papaya,Pessoal,Encargos,Despesa,1883,Operacional,Lançamento
2024-02-24,Zov,Receita de Serviços,BPO RH,Receita,8525,Financeiro,Mensalidade
2024-03-04,Zov,Receita de Serviços,Certificado Digital,Receita,10883,Comercial,Mensalidade
2024-12-01,Zov,Marketing,Eventos,Despesa,1229,Operacional,Lançamento
2024-12-02,Papaya,Pessoal,Salários,Despesa,6145,Financeiro,Lançamento
2024-03-19,Papaya,Operacional,Infra,Despesa,7438,RH,Lançamento
2024-03-02,Mdias,Receita de Serviços,BPO Financeiro,Receita,12756,Financeiro,Mensalidade
2024-09-09,Zov,Impostos,IRPJ,Despesa,10042,Financeiro,Lançamento
2024-05-23,Zov,Impostos,IRPJ,Despesa,8294,Financeiro,Lançamento
2024-04-24,Zov,Impostos,INSS,Despesa,7353,Financeiro,Lançamento
2024-11-22,Mdias,Receita de Serviços,BPO RH,Receita,3550,Comercial,Mensalidade
2024-11-07,Zov,Impostos,DAS,Despesa,9883,Financeiro,Lançamento
2024-07-27,Zov,Impostos,INSS,Despesa,9082,RH,Lançamento
2024-08-14,Zov,Operacional,Ferramentas,Despesa,5092,Operacional,Lançamento
2024-03-20,Papaya,Receita de Serviços,BPO RH,Receita,4784,RH,Mensalidade
2024-11-07,Papaya,Pessoal,Salários,Despesa,6142,Comercial,Lançamento
2024-01-16,Papaya,Marketing,Eventos,Despesa,6447,Marketing,Lançamento
2024-06-24,Mdias,Operacional,Ferramentas,Despesa,4642,Comercial,Lançamento
2024-06-28,Mdias,Pessoal,Benefícios,Despesa,9371,Operacional,Lançamento
2024-05-27,Papaya,Receita de Serviços,BPO RH,Receita,12801,Operacional,Mensalidade
2024-07-09,Zov,Receita de Serviços,BPO RH,Despesa,7517,Marketing,Lançamento
2024-03-12,Zov,Impostos,DAS,Despesa,1175,Operacional,Lançamento
2024-08-12,Papaya,Receita de Serviços,BPO RH,Receita,13548,RH,Mensalidade
2024-12-05,Zov,Receita de Serviços,Contabilidade,Receita,3836,RH,Mensalidade
2024-07-20,Papaya,Receita de Serviços,BPO RH,Receita,8606,Financeiro,Mensalidade
2024-03-25,Zov,Receita de Serviços,Certificado Digital,Receita,9280,Comercial,Mensalidade
2024-12-18,Zov,Receita de Serviços,Contabilidade,Receita,7020,Marketing,Mensalidade
2024-02-26,Mdias,Receita de Serviços,BPO RH,Despesa,3168,Comercial,Lançamento
2024-01-24,Papaya,Receita de Serviços,Certificado Digital,Receita,18517,RH,Mensalidade
2024-10-04,Papaya,Receita de Serviços,BPO Financeiro,Receita,10436,Financeiro,Mensalidade
2024-08-23,Mdias,Receita de Serviços,BPO RH,Receita,18815,RH,Mensalidade
2024-08-14,Mdias,Impostos,IRPJ,Despesa,6775,RH,Lançamento
2024-05-18,Papaya,Receita de Serviços,Certificado Digital,Receita,4740,Operacional,Mensalidade
2024-04-07,Mdias,Receita de Serviços,Contabilidade,Receita,14035,Comercial,Mensalidade
2024-11-26,Mdias,Receita de Serviços,Certificado Digital,Receita,13357,Marketing,Mensalidade
2024-01-09,Zov,Receita de Serviços,BPO RH,Receita,16060,Operacional,Mensalidade
2024-06-16,Mdias,Receita de Serviços,Certificado Digital,Receita,15091,Comercial,Mensalidade
2024-03-14,Papaya,Marketing,Meta Ads,Despesa,8175,Operacional,Lançamento
2024-09-17,Zov,Impostos,CSLL,Despesa,2101,Operacional,Lançamento
2024-01-01,Zov,Receita de Serviços,Contabilidade,Receita,19821,RH,Mensalidade
2024-11-27,Mdias,Receita de Serviços,BPO Financeiro,Despesa,976,Comercial,Lançamento
2024-11-12,Zov,Pessoal,Benefícios,Despesa,4790,Operacional,Lançamento
2024-08-08,Mdias,Receita de Serviços,BPO Financeiro,Despesa,1058,Comercial,Lançamento
2024-04-12,Mdias,Receita de Serviços,Certificado Digital,Receita,10702,Comercial,Mensalidade
2024-08-21,Mdias,Impostos,IRPJ,Despesa,4426,Comercial,Lançamento
2024-10-20,Papaya,Receita de Serviços,BPO Financeiro,Receita,2248,Operacional,Mensalidade
2024-08-27,Zov,Receita de Serviços,Certificado Digital,Receita,14428,Financeiro,Mensalidade
2024-05-18,Zov,Receita de Serviços,BPO Financeiro,Despesa,10229,Operacional,Lançamento
2024-01-17,Papaya,Receita de Serviços,BPO Financeiro,Receita,11772,Financeiro,Mensalidade
2024-04-07,Mdias,Receita de Serviços,BPO RH,Receita,2282,RH,Mensalidade
2024-03-11,Zov,Receita de Serviços,BPO RH,Receita,3825,RH,Mensalidade
2024-02-25,Papaya,Receita de Serviços,BPO RH,Receita,17961,Comercial,Mensalidade
2024-03-24,Papaya,Operacional,Ferramentas,Despesa,4469,RH,Lançamento
2024-11-04,Zov,Receita de Serviços,BPO Financeiro,Receita,3997,Financeiro,Mensalidade
2024-06-03,Mdias,Receita de Serviços,BPO Financeiro,Receita,4810,Operacional,Mensalidade
2024-03-17,Papaya,Receita de Serviços,Contabilidade,Receita,15358,Operacional,Mensalidade
2024-10-18,Papaya,Receita de Serviços,Contabilidade,Receita,6956,Marketing,Mensalidade
2024-01-20,Zov,Receita de Serviços,BPO RH,Receita,7184,Financeiro,Mensalidade
2024-10-06,Mdias,Receita de Serviços,BPO Financeiro,Despesa,5861,Operacional,Lançamento
2024-04-14,Mdias,Operacional,Infra,Despesa,9477,Operacional,Lançamento
2024-08-19,Zov,Receita de Serviços,BPO Financeiro,Receita,11929,Financeiro,Mensalidade
2024-04-13,Zov,Receita de Serviços,Contabilidade,Receita,16415,Marketing,Mensalidade
2024-04-18,Papaya,Receita de Serviços,Certificado Digital,Receita,9765,Financeiro,Mensalidade
2024-03-11,Papaya,Marketing,Agência,Despesa,7598,Operacional,Lançamento
2024-05-12,Papaya,Receita de Serviços,Certificado Digital,Receita,5607,Comercial,Mensalidade
2024-01-03,Zov,Operacional,Infra,Despesa,2230,Financeiro,Lançamento
2024-07-26,Zov,Receita de Serviços,Certificado Digital,Receita,5303,Financeiro,Mensalidade
2024-09-10,Papaya,Operacional,Ferramentas,Despesa,2297,RH,Lançamento
2024-02-04,Mdias,Impostos,CSLL,Despesa,237,Financeiro,Lançamento
2024-12-16,Mdias,Impostos,CSLL,Despesa,2338,Marketing,Lançamento
2024-08-10,Mdias,Receita de Serviços,Contabilidade,Despesa,7907,Marketing,Lançamento
2024-07-19,Zov,Impostos,INSS,Despesa,7592,Marketing,Lançamento
2024-06-18,Mdias,Impostos,INSS,Despesa,6280,Comercial,Lançamento
2024-05-26,Zov,Pessoal,Salários,Despesa,10746,Marketing,Lançamento
2024-03-26,Mdias,Impostos,CSLL,Despesa,6050,Operacional,Lançamento
2024-06-22,Zov,Receita de Serviços,BPO Financeiro,Receita,8731,Marketing,Mensalidade
2024-06-16,Mdias,Marketing,Eventos,Despesa,485,Operacional,Lançamento
2024-12-17,Zov,Pessoal,Encargos,Despesa,7252,Comercial,Lançamento
2024-04-09,Zov,Receita de Serviços,BPO Financeiro,Receita,4965,Operacional,Mensalidade
2024-04-12,Zov,Receita de Serviços,BPO Financeiro,Receita,4663,RH,Mensalidade
2024-10-04,Papaya,Pessoal,Salários,Despesa,7791,Operacional,Lançamento
2024-04-01,Mdias,Impostos,CSLL,Despesa,10842,Operacional,Lançamento
2024-08-26,Mdias,Receita de Serviços,Certificado Digital,Receita,17929,RH,Mensalidade
2024-12-12,Papaya,Receita de Serviços,BPO RH,Receita,18253,Operacional,Mensalidade
2024-08-11,Papaya,Receita de Serviços,BPO Financeiro,Receita,5187,Marketing,Mensalidade
2024-11-27,Mdias,Receita de Serviços,BPO Financeiro,Receita,13234,RH,Mensalidade
2024-03-24,Zov,Operacional,Infra,Despesa,7697,Operacional,Lançamento
2024-02-26,Zov,Pessoal,Encargos,Despesa,10635,RH,Lançamento
2024-06-28,Papaya,Receita de Serviços,BPO RH,Despesa,3400,Financeiro,Lançamento
2024-05-10,Zov,Receita de Serviços,Contabilidade,Receita,18431,Operacional,Mensalidade
2024-11-24,Mdias,Impostos,IRPJ,Despesa,1720,RH,Lançamento
2024-10-03,Mdias,Receita de Serviços,Contabilidade,Receita,11792,Comercial,Mensalidade
2024-08-11,Papaya,Impostos,DAS,Despesa,3518,Operacional,Lançamento
2024-05-10,Mdias,Impostos,INSS,Despesa,1785,RH,Lançamento
2024-08-14,Papaya,Receita de Serviços,BPO RH,Receita,18171,RH,Mensalidade
2024-10-15,Papaya,Impostos,INSS,Despesa,8456,Operacional,Lançamento
2024-09-18,Mdias,Receita de Serviços,Certificado Digital,Receita,8251,Financeiro,Mensalidade
2024-07-07,Mdias,Receita de Serviços,Certificado Digital,Receita,18678,Marketing,Mensalidade
2024-04-26,Zov,Receita de Serviços,BPO Financeiro,Receita,5845,RH,Mensalidade
2024-12-25,Papaya,Pessoal,Encargos,Despesa,4150,Financeiro,Lançamento
2024-12-16,Zov,Marketing,Eventos,Despesa,4826,Marketing,Lançamento
2024-06-18,Papaya,Receita de Serviços,Certificado Digital,Receita,5717,Financeiro,Mensalidade
2024-01-02,Mdias,Receita de Serviços,Contabilidade,Receita,4007,Comercial,Mensalidade
2024-03-02,Mdias,Receita de Serviços,BPO Financeiro,Despesa,9327,Financeiro,Lançamento
2024-02-19,Papaya,Operacional,Ferramentas,Despesa,956,Operacional,Lançamento
2024-10-06,Mdias,Receita de Serviços,BPO Financeiro,Despesa,1973,Marketing,Lançamento
2024-08-15,Mdias,Receita de Serviços,Contabilidade,Receita,9143,RH,Mensalidade
2024-07-04,Papaya,Receita de Serviços,Certificado Digital,Despesa,6691,Comercial,Lançamento
2024-05-05,Zov,Receita de Serviços,Contabilidade,Despesa,10010,Operacional,Lançamento
2024-03-27,Mdias,Operacional,Fornecedor,Despesa,2503,Comercial,Lançamento
2024-03-18,Zov,Marketing,Meta Ads,Despesa,7881,Financeiro,Lançamento
2024-10-13,Mdias,Receita de Serviços,BPO RH,Receita,10900,Operacional,Mensalidade
2024-06-28,Zov,Receita de Serviços,Contabilidade,Receita,17341,Financeiro,Mensalidade
2024-06-01,Zov,Pessoal,Benefícios,Despesa,754,Comercial,Lançamento
2024-08-10,Mdias,Marketing,Eventos,Despesa,2328,RH,Lançamento
2024-11-13,Zov,Marketing,Google Ads,Despesa,8735,Comercial,Lançamento
2024-08-20,Papaya,Receita de Serviços,Certificado Digital,Receita,4450,RH,Mensalidade
2024-03-21,Papaya,Receita de Serviços,BPO Financeiro,Despesa,8398,RH,Lançamento
2024-01-14,Mdias,Receita de Serviços,BPO RH,Despesa,1522,Comercial,Lançamento
2024-11-25,Zov,Receita de Serviços,BPO RH,Receita,11844,Marketing,Mensalidade
2024-10-18,Zov,Receita de Serviços,Contabilidade,Receita,9265,Operacional,Mensalidade
2024-02-20,Papaya,Receita de Serviços,Contabilidade,Receita,8146,Operacional,Mensalidade
2024-05-11,Papaya,Receita de Serviços,Certificado Digital,Receita,7508,RH,Mensalidade
2024-09-18,Zov,Pessoal,Benefícios,Despesa,7671,RH,Lançamento
2024-01-25,Zov,Receita de Serviços,BPO RH,Receita,4786,Comercial,Mensalidade
2024-01-18,Papaya,Receita de Serviços,BPO Financeiro,Receita,11449,Comercial,Mensalidade
2024-11-06,Zov,Receita de Serviços,Contabilidade,Receita,9158,Comercial,Mensalidade
2024-05-24,Papaya,Receita de Serviços,BPO Financeiro,Receita,16852,Operacional,Mensalidade
2024-05-03,Papaya,Pessoal,Benefícios,Despesa,8065,Financeiro,Lançamento
2024-09-15,Mdias,Receita de Serviços,BPO Financeiro,Receita,2061,RH,Mensalidade
2024-04-21,Mdias,Impostos,INSS,Despesa,9606,RH,Lançamento
2024-11-23,Mdias,Marketing,Eventos,Despesa,3884,RH,Lançamento
2024-01-20,Zov,Operacional,Infra,Despesa,11442,Financeiro,Lançamento
2024-10-15,Papaya,Receita de Serviços,Contabilidade,Receita,16616,Comercial,Mensalidade
2024-01-16,Papaya,Operacional,SaaS,Despesa,7743,Operacional,Lançamento
2024-04-02,Mdias,Pessoal,Benefícios,Despesa,6035,Comercial,Lançamento
2024-11-25,Zov,Receita de Serviços,Certificado Digital,Receita,16331,Marketing,Mensalidade
2024-03-02,Papaya,Operacional,SaaS,Despesa,3220,Comercial,Lançamento
2024-12-26,Mdias,Pessoal,Encargos,Despesa,10542,Comercial,Lançamento
2024-07-09,Mdias,Operacional,SaaS,Despesa,761,Operacional,Lançamento
2024-03-13,Mdias,Receita de Serviços,Certificado Digital,Receita,16327,Financeiro,Mensalidade
2024-08-18,Zov,Pessoal,Benefícios,Despesa,10868,Operacional,Lançamento
2024-06-19,Mdias,Impostos,IRPJ,Despesa,2348,Operacional,Lançamento
2024-10-14,Zov,Receita de Serviços,Contabilidade,Receita,18879,Operacional,Mensalidade
2024-12-27,Papaya,Operacional,Ferramentas,Despesa,3373,Financeiro,Lançamento
2024-11-01,Papaya,Pessoal,Encargos,Despesa,6873,Marketing,Lançamento
2024-04-16,Papaya,Receita de Serviços,Certificado Digital,Receita,2738,Financeiro,Mensalidade
2024-01-20,Zov,Receita de Serviços,BPO Financeiro,Receita,8734,Comercial,Mensalidade
2024-06-17,Mdias,Receita de Serviços,Contabilidade,Receita,7318,RH,Mensalidade
2024-11-08,Zov,Operacional,Ferramentas,Despesa,4409,RH,Lançamento
2024-12-24,Zov,Receita de Serviços,BPO Financeiro,Receita,14144,RH,Mensalidade
2024-06-10,Zov,Pessoal,Benefícios,Despesa,10239,RH,Lançamento
2024-09-11,Mdias,Receita de Serviços,Certificado Digital,Receita,15474,Financeiro,Mensalidade
2024-06-14,Papaya,Receita de Serviços,BPO Financeiro,Receita,13454,Financeiro,Mensalidade
2024-05-17,Papaya,Receita de Serviços,BPO Financeiro,Receita,3301,RH,Mensalidade
2024-02-25,Papaya,Pessoal,Benefícios,Despesa,1056,Marketing,Lançamento
2024-01-25,Mdias,Receita de Serviços,Certificado Digital,Receita,6480,Operacional,Mensalidade
2024-06-04,Papaya,Receita de Serviços,BPO RH,Despesa,703,Marketing,Lançamento
2024-11-16,Zov,Marketing,Agência,Despesa,12101,Financeiro,Lançamento
2024-02-03,Papaya,Pessoal,Encargos,Despesa,1282,Marketing,Lançamento
2024-06-15,Papaya,Marketing,Meta Ads,Despesa,2446,Comercial,Lançamento
2024-09-21,Papaya,Marketing,Agência,Despesa,5745,Marketing,Lançamento
2024-06-07,Papaya,Receita de Serviços,BPO Financeiro,Receita,19220,RH,Mensalidade
2024-07-25,Mdias,Receita de Serviços,BPO Financeiro,Despesa,2246,Marketing,Lançamento
2024-05-10,Papaya,Pessoal,Encargos,Despesa,8837,RH,Lançamento
2024-02-04,Zov,Receita de Serviços,BPO RH,Receita,3030,RH,Mensalidade
